"model.id","tissue","tissue.name","patient.id","drug"
"X.114.LE11.evus","X.114.LE11.evus","GC","Gastric Cancer","X-114","LEE011 + everolimus"
"X.114.LJ16","X.114.LJ16","GC","Gastric Cancer","X-114","LJM716"
"X.114.LJ16.trab","X.114.LJ16.trab","GC","Gastric Cancer","X-114","LJM716 + trastuzumab"
"X.114.LL71","X.114.LL71","GC","Gastric Cancer","X-114","LLM871"
"X.114.uned","X.114.uned","GC","Gastric Cancer","X-114","untreated"
"X.118.BG98","X.118.BG98","GC","Gastric Cancer","X-118","BGJ398"
"X.118.biib","X.118.biib","GC","Gastric Cancer","X-118","binimetinib"
"X.118.BK20","X.118.BK20","GC","Gastric Cancer","X-118","BKM120"
"X.118.BY19","X.118.BY19","GC","Gastric Cancer","X-118","BYL719"
"X.118.BY19.HS90","X.118.BY19.HS90","GC","Gastric Cancer","X-118","BYL719 + HSP990"
"X.118.BY19.LJ16","X.118.BY19.LJ16","GC","Gastric Cancer","X-118","BYL719 + LJM716"
"X.118.CL57","X.118.CL57","GC","Gastric Cancer","X-118","CLR457"
"X.118.evus","X.118.evus","GC","Gastric Cancer","X-118","everolimus"
"X.118.fiab","X.118.fiab","GC","Gastric Cancer","X-118","figitumumab"
"X.118.HD01","X.118.HD01","GC","Gastric Cancer","X-118","HDM201"
"X.118.HS90","X.118.HS90","GC","Gastric Cancer","X-118","HSP990"
"X.118.IN80","X.118.IN80","GC","Gastric Cancer","X-118","INC280"
"X.118.IN80.trab","X.118.IN80.trab","GC","Gastric Cancer","X-118","INC280 + trastuzumab"
"X.118.LE11","X.118.LE11","GC","Gastric Cancer","X-118","LEE011"
"X.118.LE11.evus","X.118.LE11.evus","GC","Gastric Cancer","X-118","LEE011 + everolimus"
"X.118.LJ16","X.118.LJ16","GC","Gastric Cancer","X-118","LJM716"
"X.118.LJ16.trab","X.118.LJ16.trab","GC","Gastric Cancer","X-118","LJM716 + trastuzumab"
"X.118.LL71","X.118.LL71","GC","Gastric Cancer","X-118","LLM871"
"X.118.trab","X.118.trab","GC","Gastric Cancer","X-118","trastuzumab"
"X.119.BG98","X.119.BG98","GC","Gastric Cancer","X-119","BGJ398"
"X.119.biib","X.119.biib","GC","Gastric Cancer","X-119","binimetinib"
"X.119.BK20","X.119.BK20","GC","Gastric Cancer","X-119","BKM120"
"X.119.BY19","X.119.BY19","GC","Gastric Cancer","X-119","BYL719"
"X.119.BY19.HS90","X.119.BY19.HS90","GC","Gastric Cancer","X-119","BYL719 + HSP990"
"X.119.BY19.LJ16","X.119.BY19.LJ16","GC","Gastric Cancer","X-119","BYL719 + LJM716"
"X.119.CL57","X.119.CL57","GC","Gastric Cancer","X-119","CLR457"
"X.119.evus","X.119.evus","GC","Gastric Cancer","X-119","everolimus"
"X.119.fiab","X.119.fiab","GC","Gastric Cancer","X-119","figitumumab"
"X.119.HD01","X.119.HD01","GC","Gastric Cancer","X-119","HDM201"
"X.119.HS90","X.119.HS90","GC","Gastric Cancer","X-119","HSP990"
"X.119.IN80","X.119.IN80","GC","Gastric Cancer","X-119","INC280"
"X.119.IN80.trab","X.119.IN80.trab","GC","Gastric Cancer","X-119","INC280 + trastuzumab"
"X.119.LE11","X.119.LE11","GC","Gastric Cancer","X-119","LEE011"
"X.119.LE11.evus","X.119.LE11.evus","GC","Gastric Cancer","X-119","LEE011 + everolimus"
"X.119.LJ16","X.119.LJ16","GC","Gastric Cancer","X-119","LJM716"
"X.119.LJ16.trab","X.119.LJ16.trab","GC","Gastric Cancer","X-119","LJM716 + trastuzumab"
"X.119.LL71","X.119.LL71","GC","Gastric Cancer","X-119","LLM871"
"X.119.trab","X.119.trab","GC","Gastric Cancer","X-119","trastuzumab"
"X.127.BG98","X.127.BG98","GC","Gastric Cancer","X-127","BGJ398"
"X.127.biib","X.127.biib","GC","Gastric Cancer","X-127","binimetinib"
"X.127.BK20","X.127.BK20","GC","Gastric Cancer","X-127","BKM120"
"X.127.BY19","X.127.BY19","GC","Gastric Cancer","X-127","BYL719"
"X.127.BY19.HS90","X.127.BY19.HS90","GC","Gastric Cancer","X-127","BYL719 + HSP990"
"X.127.BY19.LJ16","X.127.BY19.LJ16","GC","Gastric Cancer","X-127","BYL719 + LJM716"
"X.127.CL57","X.127.CL57","GC","Gastric Cancer","X-127","CLR457"
"X.127.evus","X.127.evus","GC","Gastric Cancer","X-127","everolimus"
"X.127.fiab","X.127.fiab","GC","Gastric Cancer","X-127","figitumumab"
"X.127.HD01","X.127.HD01","GC","Gastric Cancer","X-127","HDM201"
"X.127.HS90","X.127.HS90","GC","Gastric Cancer","X-127","HSP990"
"X.127.IN80","X.127.IN80","GC","Gastric Cancer","X-127","INC280"
"X.127.IN80.trab","X.127.IN80.trab","GC","Gastric Cancer","X-127","INC280 + trastuzumab"
"X.127.LE11","X.127.LE11","GC","Gastric Cancer","X-127","LEE011"
"X.127.LE11.evus","X.127.LE11.evus","GC","Gastric Cancer","X-127","LEE011 + everolimus"
"X.127.LJ16","X.127.LJ16","GC","Gastric Cancer","X-127","LJM716"
"X.127.LJ16.trab","X.127.LJ16.trab","GC","Gastric Cancer","X-127","LJM716 + trastuzumab"
"X.127.LL71","X.127.LL71","GC","Gastric Cancer","X-127","LLM871"
"X.127.trab","X.127.trab","GC","Gastric Cancer","X-127","trastuzumab"
"X.128.BG98","X.128.BG98","GC","Gastric Cancer","X-128","BGJ398"
"X.128.biib","X.128.biib","GC","Gastric Cancer","X-128","binimetinib"
"X.128.BK20","X.128.BK20","GC","Gastric Cancer","X-128","BKM120"
"X.128.BY19","X.128.BY19","GC","Gastric Cancer","X-128","BYL719"
"X.128.BY19.HS90","X.128.BY19.HS90","GC","Gastric Cancer","X-128","BYL719 + HSP990"
"X.128.BY19.LJ16","X.128.BY19.LJ16","GC","Gastric Cancer","X-128","BYL719 + LJM716"
"X.128.CL57","X.128.CL57","GC","Gastric Cancer","X-128","CLR457"
"X.128.evus","X.128.evus","GC","Gastric Cancer","X-128","everolimus"
"X.128.fiab","X.128.fiab","GC","Gastric Cancer","X-128","figitumumab"
"X.128.HD01","X.128.HD01","GC","Gastric Cancer","X-128","HDM201"
"X.128.HS90","X.128.HS90","GC","Gastric Cancer","X-128","HSP990"
"X.128.IN80","X.128.IN80","GC","Gastric Cancer","X-128","INC280"
"X.128.IN80.trab","X.128.IN80.trab","GC","Gastric Cancer","X-128","INC280 + trastuzumab"
"X.128.LE11","X.128.LE11","GC","Gastric Cancer","X-128","LEE011"
"X.128.LE11.evus","X.128.LE11.evus","GC","Gastric Cancer","X-128","LEE011 + everolimus"
"X.128.LJ16","X.128.LJ16","GC","Gastric Cancer","X-128","LJM716"
"X.128.LJ16.trab","X.128.LJ16.trab","GC","Gastric Cancer","X-128","LJM716 + trastuzumab"
"X.128.LL71","X.128.LL71","GC","Gastric Cancer","X-128","LLM871"
"X.128.trab","X.128.trab","GC","Gastric Cancer","X-128","trastuzumab"
"X.129.BG98","X.129.BG98","GC","Gastric Cancer","X-129","BGJ398"
"X.129.biib","X.129.biib","GC","Gastric Cancer","X-129","binimetinib"
"X.129.BK20","X.129.BK20","GC","Gastric Cancer","X-129","BKM120"
"X.129.BY19","X.129.BY19","GC","Gastric Cancer","X-129","BYL719"
"X.129.BY19.HS90","X.129.BY19.HS90","GC","Gastric Cancer","X-129","BYL719 + HSP990"
"X.129.BY19.LJ16","X.129.BY19.LJ16","GC","Gastric Cancer","X-129","BYL719 + LJM716"
"X.129.CL57","X.129.CL57","GC","Gastric Cancer","X-129","CLR457"
"X.129.evus","X.129.evus","GC","Gastric Cancer","X-129","everolimus"
"X.129.fiab","X.129.fiab","GC","Gastric Cancer","X-129","figitumumab"
"X.129.HD01","X.129.HD01","GC","Gastric Cancer","X-129","HDM201"
"X.129.HS90","X.129.HS90","GC","Gastric Cancer","X-129","HSP990"
"X.129.IN80","X.129.IN80","GC","Gastric Cancer","X-129","INC280"
"X.129.IN80.trab","X.129.IN80.trab","GC","Gastric Cancer","X-129","INC280 + trastuzumab"
"X.129.LE11","X.129.LE11","GC","Gastric Cancer","X-129","LEE011"
"X.129.LE11.evus","X.129.LE11.evus","GC","Gastric Cancer","X-129","LEE011 + everolimus"
"X.129.LJ16","X.129.LJ16","GC","Gastric Cancer","X-129","LJM716"
"X.129.LJ16.trab","X.129.LJ16.trab","GC","Gastric Cancer","X-129","LJM716 + trastuzumab"
"X.129.LL71","X.129.LL71","GC","Gastric Cancer","X-129","LLM871"
"X.129.trab","X.129.trab","GC","Gastric Cancer","X-129","trastuzumab"
"X.129.uned","X.129.uned","GC","Gastric Cancer","X-129","untreated"
"X.131.BG98","X.131.BG98","GC","Gastric Cancer","X-131","BGJ398"
"X.131.biib","X.131.biib","GC","Gastric Cancer","X-131","binimetinib"
"X.131.BK20","X.131.BK20","GC","Gastric Cancer","X-131","BKM120"
"X.131.BY19","X.131.BY19","GC","Gastric Cancer","X-131","BYL719"
"X.131.BY19.HS90","X.131.BY19.HS90","GC","Gastric Cancer","X-131","BYL719 + HSP990"
"X.131.BY19.LJ16","X.131.BY19.LJ16","GC","Gastric Cancer","X-131","BYL719 + LJM716"
"X.131.CL57","X.131.CL57","GC","Gastric Cancer","X-131","CLR457"
"X.131.evus","X.131.evus","GC","Gastric Cancer","X-131","everolimus"
"X.131.fiab","X.131.fiab","GC","Gastric Cancer","X-131","figitumumab"
"X.131.HD01","X.131.HD01","GC","Gastric Cancer","X-131","HDM201"
"X.131.HS90","X.131.HS90","GC","Gastric Cancer","X-131","HSP990"
"X.131.IN80","X.131.IN80","GC","Gastric Cancer","X-131","INC280"
"X.131.IN80.trab","X.131.IN80.trab","GC","Gastric Cancer","X-131","INC280 + trastuzumab"
"X.131.LE11","X.131.LE11","GC","Gastric Cancer","X-131","LEE011"
"X.131.LE11.evus","X.131.LE11.evus","GC","Gastric Cancer","X-131","LEE011 + everolimus"
"X.131.LJ16","X.131.LJ16","GC","Gastric Cancer","X-131","LJM716"
"X.131.LJ16.trab","X.131.LJ16.trab","GC","Gastric Cancer","X-131","LJM716 + trastuzumab"
"X.131.LL71","X.131.LL71","GC","Gastric Cancer","X-131","LLM871"
"X.131.trab","X.131.trab","GC","Gastric Cancer","X-131","trastuzumab"
"X.135.BY19","X.135.BY19","GC","Gastric Cancer","X-135","BYL719"
"X.135.BY19.HS90","X.135.BY19.HS90","GC","Gastric Cancer","X-135","BYL719 + HSP990"
"X.135.BY19.LJ16","X.135.BY19.LJ16","GC","Gastric Cancer","X-135","BYL719 + LJM716"
"X.135.evus","X.135.evus","GC","Gastric Cancer","X-135","everolimus"
"X.135.HS90","X.135.HS90","GC","Gastric Cancer","X-135","HSP990"
"X.135.LE11","X.135.LE11","GC","Gastric Cancer","X-135","LEE011"
"X.135.LE11.evus","X.135.LE11.evus","GC","Gastric Cancer","X-135","LEE011 + everolimus"
"X.135.LJ16","X.135.LJ16","GC","Gastric Cancer","X-135","LJM716"
"X.135.uned","X.135.uned","GC","Gastric Cancer","X-135","untreated"
"X.136.BY19","X.136.BY19","GC","Gastric Cancer","X-136","BYL719"
"X.136.BY19.HS90","X.136.BY19.HS90","GC","Gastric Cancer","X-136","BYL719 + HSP990"
"X.136.BY19.LJ16","X.136.BY19.LJ16","GC","Gastric Cancer","X-136","BYL719 + LJM716"
"X.136.evus","X.136.evus","GC","Gastric Cancer","X-136","everolimus"
"X.136.HS90","X.136.HS90","GC","Gastric Cancer","X-136","HSP990"
"X.136.LE11","X.136.LE11","GC","Gastric Cancer","X-136","LEE011"
"X.136.LE11.evus","X.136.LE11.evus","GC","Gastric Cancer","X-136","LEE011 + everolimus"
"X.136.LJ16","X.136.LJ16","GC","Gastric Cancer","X-136","LJM716"
"X.136.uned","X.136.uned","GC","Gastric Cancer","X-136","untreated"
"X.137.BY19","X.137.BY19","GC","Gastric Cancer","X-137","BYL719"
"X.137.BY19.HS90","X.137.BY19.HS90","GC","Gastric Cancer","X-137","BYL719 + HSP990"
"X.137.BY19.LJ16","X.137.BY19.LJ16","GC","Gastric Cancer","X-137","BYL719 + LJM716"
"X.137.evus","X.137.evus","GC","Gastric Cancer","X-137","everolimus"
"X.137.HS90","X.137.HS90","GC","Gastric Cancer","X-137","HSP990"
"X.137.LE11","X.137.LE11","GC","Gastric Cancer","X-137","LEE011"
"X.137.LE11.evus","X.137.LE11.evus","GC","Gastric Cancer","X-137","LEE011 + everolimus"
"X.137.LJ16","X.137.LJ16","GC","Gastric Cancer","X-137","LJM716"
"X.137.uned","X.137.uned","GC","Gastric Cancer","X-137","untreated"
"X.138.BG98","X.138.BG98","GC","Gastric Cancer","X-138","BGJ398"
"X.138.biib","X.138.biib","GC","Gastric Cancer","X-138","binimetinib"
"X.138.BK20","X.138.BK20","GC","Gastric Cancer","X-138","BKM120"
"X.138.BY19","X.138.BY19","GC","Gastric Cancer","X-138","BYL719"
"X.138.BY19.HS90","X.138.BY19.HS90","GC","Gastric Cancer","X-138","BYL719 + HSP990"
"X.138.BY19.LJ16","X.138.BY19.LJ16","GC","Gastric Cancer","X-138","BYL719 + LJM716"
"X.138.CL57","X.138.CL57","GC","Gastric Cancer","X-138","CLR457"
"X.138.evus","X.138.evus","GC","Gastric Cancer","X-138","everolimus"
"X.138.fiab","X.138.fiab","GC","Gastric Cancer","X-138","figitumumab"
"X.138.HD01","X.138.HD01","GC","Gastric Cancer","X-138","HDM201"
"X.138.HS90","X.138.HS90","GC","Gastric Cancer","X-138","HSP990"
"X.138.IN80","X.138.IN80","GC","Gastric Cancer","X-138","INC280"
"X.138.IN80.trab","X.138.IN80.trab","GC","Gastric Cancer","X-138","INC280 + trastuzumab"
"X.138.LE11","X.138.LE11","GC","Gastric Cancer","X-138","LEE011"
"X.138.LE11.evus","X.138.LE11.evus","GC","Gastric Cancer","X-138","LEE011 + everolimus"
"X.138.LJ16","X.138.LJ16","GC","Gastric Cancer","X-138","LJM716"
"X.138.LJ16.trab","X.138.LJ16.trab","GC","Gastric Cancer","X-138","LJM716 + trastuzumab"
"X.138.LL71","X.138.LL71","GC","Gastric Cancer","X-138","LLM871"
"X.138.trab","X.138.trab","GC","Gastric Cancer","X-138","trastuzumab"
"X.141.BY19","X.141.BY19","GC","Gastric Cancer","X-141","BYL719"
"X.141.BY19.HS90","X.141.BY19.HS90","GC","Gastric Cancer","X-141","BYL719 + HSP990"
"X.141.BY19.LJ16","X.141.BY19.LJ16","GC","Gastric Cancer","X-141","BYL719 + LJM716"
"X.141.evus","X.141.evus","GC","Gastric Cancer","X-141","everolimus"
"X.141.HS90","X.141.HS90","GC","Gastric Cancer","X-141","HSP990"
"X.141.LE11","X.141.LE11","GC","Gastric Cancer","X-141","LEE011"
"X.141.LE11.evus","X.141.LE11.evus","GC","Gastric Cancer","X-141","LEE011 + everolimus"
"X.141.LJ16","X.141.LJ16","GC","Gastric Cancer","X-141","LJM716"
"X.141.uned","X.141.uned","GC","Gastric Cancer","X-141","untreated"
"X.142.BY19","X.142.BY19","GC","Gastric Cancer","X-142","BYL719"
"X.142.BY19.HS90","X.142.BY19.HS90","GC","Gastric Cancer","X-142","BYL719 + HSP990"
"X.142.BY19.LJ16","X.142.BY19.LJ16","GC","Gastric Cancer","X-142","BYL719 + LJM716"
"X.142.evus","X.142.evus","GC","Gastric Cancer","X-142","everolimus"
"X.142.HS90","X.142.HS90","GC","Gastric Cancer","X-142","HSP990"
"X.142.LE11","X.142.LE11","GC","Gastric Cancer","X-142","LEE011"
"X.142.LJ16","X.142.LJ16","GC","Gastric Cancer","X-142","LJM716"
"X.142.uned","X.142.uned","GC","Gastric Cancer","X-142","untreated"
"X.144.BY19.HS90","X.144.BY19.HS90","GC","Gastric Cancer","X-144","BYL719 + HSP990"
"X.144.BY19.LJ16","X.144.BY19.LJ16","GC","Gastric Cancer","X-144","BYL719 + LJM716"
"X.144.evus","X.144.evus","GC","Gastric Cancer","X-144","everolimus"
"X.144.HS90","X.144.HS90","GC","Gastric Cancer","X-144","HSP990"
"X.144.LE11","X.144.LE11","GC","Gastric Cancer","X-144","LEE011"
"X.144.LE11.evus","X.144.LE11.evus","GC","Gastric Cancer","X-144","LEE011 + everolimus"
"X.144.LJ16","X.144.LJ16","GC","Gastric Cancer","X-144","LJM716"
"X.144.uned","X.144.uned","GC","Gastric Cancer","X-144","untreated"
"X.146.BY19","X.146.BY19","GC","Gastric Cancer","X-146","BYL719"
"X.146.BY19.HS90","X.146.BY19.HS90","GC","Gastric Cancer","X-146","BYL719 + HSP990"
"X.146.BY19.LJ16","X.146.BY19.LJ16","GC","Gastric Cancer","X-146","BYL719 + LJM716"
"X.146.HS90","X.146.HS90","GC","Gastric Cancer","X-146","HSP990"
"X.146.LE11","X.146.LE11","GC","Gastric Cancer","X-146","LEE011"
"X.146.LE11.evus","X.146.LE11.evus","GC","Gastric Cancer","X-146","LEE011 + everolimus"
"X.146.LJ16","X.146.LJ16","GC","Gastric Cancer","X-146","LJM716"
"X.146.uned","X.146.uned","GC","Gastric Cancer","X-146","untreated"
"X.154.BG98","X.154.BG98","GC","Gastric Cancer","X-154","BGJ398"
"X.154.biib","X.154.biib","GC","Gastric Cancer","X-154","binimetinib"
"X.154.BK20","X.154.BK20","GC","Gastric Cancer","X-154","BKM120"
"X.154.BY19","X.154.BY19","GC","Gastric Cancer","X-154","BYL719"
"X.154.BY19.HS90","X.154.BY19.HS90","GC","Gastric Cancer","X-154","BYL719 + HSP990"
"X.154.BY19.LJ16","X.154.BY19.LJ16","GC","Gastric Cancer","X-154","BYL719 + LJM716"
"X.154.CL57","X.154.CL57","GC","Gastric Cancer","X-154","CLR457"
"X.154.evus","X.154.evus","GC","Gastric Cancer","X-154","everolimus"
"X.154.fiab","X.154.fiab","GC","Gastric Cancer","X-154","figitumumab"
"X.154.HD01","X.154.HD01","GC","Gastric Cancer","X-154","HDM201"
"X.154.HS90","X.154.HS90","GC","Gastric Cancer","X-154","HSP990"
"X.154.IN80","X.154.IN80","GC","Gastric Cancer","X-154","INC280"
"X.154.IN80.trab","X.154.IN80.trab","GC","Gastric Cancer","X-154","INC280 + trastuzumab"
"X.154.LE11","X.154.LE11","GC","Gastric Cancer","X-154","LEE011"
"X.154.LE11.evus","X.154.LE11.evus","GC","Gastric Cancer","X-154","LEE011 + everolimus"
"X.154.LJ16","X.154.LJ16","GC","Gastric Cancer","X-154","LJM716"
"X.154.LJ16.trab","X.154.LJ16.trab","GC","Gastric Cancer","X-154","LJM716 + trastuzumab"
"X.154.trab","X.154.trab","GC","Gastric Cancer","X-154","trastuzumab"
"X.154.uned","X.154.uned","GC","Gastric Cancer","X-154","untreated"
"X.158.BG98","X.158.BG98","GC","Gastric Cancer","X-158","BGJ398"
"X.158.biib","X.158.biib","GC","Gastric Cancer","X-158","binimetinib"
"X.158.BK20","X.158.BK20","GC","Gastric Cancer","X-158","BKM120"
"X.158.BY19","X.158.BY19","GC","Gastric Cancer","X-158","BYL719"
"X.158.BY19.HS90","X.158.BY19.HS90","GC","Gastric Cancer","X-158","BYL719 + HSP990"
"X.158.CL57","X.158.CL57","GC","Gastric Cancer","X-158","CLR457"
"X.158.evus","X.158.evus","GC","Gastric Cancer","X-158","everolimus"
"X.158.fiab","X.158.fiab","GC","Gastric Cancer","X-158","figitumumab"
"X.158.HD01","X.158.HD01","GC","Gastric Cancer","X-158","HDM201"
"X.158.HS90","X.158.HS90","GC","Gastric Cancer","X-158","HSP990"
"X.158.IN80","X.158.IN80","GC","Gastric Cancer","X-158","INC280"
"X.158.IN80.trab","X.158.IN80.trab","GC","Gastric Cancer","X-158","INC280 + trastuzumab"
"X.158.LE11","X.158.LE11","GC","Gastric Cancer","X-158","LEE011"
"X.158.LE11.evus","X.158.LE11.evus","GC","Gastric Cancer","X-158","LEE011 + everolimus"
"X.158.LJ16","X.158.LJ16","GC","Gastric Cancer","X-158","LJM716"
"X.158.LJ16.trab","X.158.LJ16.trab","GC","Gastric Cancer","X-158","LJM716 + trastuzumab"
"X.158.LL71","X.158.LL71","GC","Gastric Cancer","X-158","LLM871"
"X.158.trab","X.158.trab","GC","Gastric Cancer","X-158","trastuzumab"
"X.158.uned","X.158.uned","GC","Gastric Cancer","X-158","untreated"
"X.160.BG98","X.160.BG98","GC","Gastric Cancer","X-160","BGJ398"
"X.160.biib","X.160.biib","GC","Gastric Cancer","X-160","binimetinib"
"X.160.BK20","X.160.BK20","GC","Gastric Cancer","X-160","BKM120"
"X.160.BY19","X.160.BY19","GC","Gastric Cancer","X-160","BYL719"
"X.160.BY19.HS90","X.160.BY19.HS90","GC","Gastric Cancer","X-160","BYL719 + HSP990"
"X.160.BY19.LJ16","X.160.BY19.LJ16","GC","Gastric Cancer","X-160","BYL719 + LJM716"
"X.160.CL57","X.160.CL57","GC","Gastric Cancer","X-160","CLR457"
"X.160.evus","X.160.evus","GC","Gastric Cancer","X-160","everolimus"
"X.160.fiab","X.160.fiab","GC","Gastric Cancer","X-160","figitumumab"
"X.160.HD01","X.160.HD01","GC","Gastric Cancer","X-160","HDM201"
"X.160.HS90","X.160.HS90","GC","Gastric Cancer","X-160","HSP990"
"X.160.IN80","X.160.IN80","GC","Gastric Cancer","X-160","INC280"
"X.160.IN80.trab","X.160.IN80.trab","GC","Gastric Cancer","X-160","INC280 + trastuzumab"
"X.160.LE11","X.160.LE11","GC","Gastric Cancer","X-160","LEE011"
"X.160.LE11.evus","X.160.LE11.evus","GC","Gastric Cancer","X-160","LEE011 + everolimus"
"X.160.LJ16","X.160.LJ16","GC","Gastric Cancer","X-160","LJM716"
"X.160.LJ16.trab","X.160.LJ16.trab","GC","Gastric Cancer","X-160","LJM716 + trastuzumab"
"X.160.LL71","X.160.LL71","GC","Gastric Cancer","X-160","LLM871"
"X.161.BG98","X.161.BG98","GC","Gastric Cancer","X-161","BGJ398"
"X.161.biib","X.161.biib","GC","Gastric Cancer","X-161","binimetinib"
"X.161.BK20","X.161.BK20","GC","Gastric Cancer","X-161","BKM120"
"X.161.BY19","X.161.BY19","GC","Gastric Cancer","X-161","BYL719"
"X.161.BY19.HS90","X.161.BY19.HS90","GC","Gastric Cancer","X-161","BYL719 + HSP990"
"X.161.BY19.LJ16","X.161.BY19.LJ16","GC","Gastric Cancer","X-161","BYL719 + LJM716"
"X.161.CL57","X.161.CL57","GC","Gastric Cancer","X-161","CLR457"
"X.161.evus","X.161.evus","GC","Gastric Cancer","X-161","everolimus"
"X.161.fiab","X.161.fiab","GC","Gastric Cancer","X-161","figitumumab"
"X.161.HD01","X.161.HD01","GC","Gastric Cancer","X-161","HDM201"
"X.161.HS90","X.161.HS90","GC","Gastric Cancer","X-161","HSP990"
"X.161.IN80","X.161.IN80","GC","Gastric Cancer","X-161","INC280"
"X.161.IN80.trab","X.161.IN80.trab","GC","Gastric Cancer","X-161","INC280 + trastuzumab"
"X.161.LE11","X.161.LE11","GC","Gastric Cancer","X-161","LEE011"
"X.161.LE11.evus","X.161.LE11.evus","GC","Gastric Cancer","X-161","LEE011 + everolimus"
"X.161.LJ16","X.161.LJ16","GC","Gastric Cancer","X-161","LJM716"
"X.161.LJ16.trab","X.161.LJ16.trab","GC","Gastric Cancer","X-161","LJM716 + trastuzumab"
"X.161.LL71","X.161.LL71","GC","Gastric Cancer","X-161","LLM871"
"X.161.trab","X.161.trab","GC","Gastric Cancer","X-161","trastuzumab"
"X.161.uned","X.161.uned","GC","Gastric Cancer","X-161","untreated"
"X.162.BY19","X.162.BY19","GC","Gastric Cancer","X-162","BYL719"
"X.162.BY19.HS90","X.162.BY19.HS90","GC","Gastric Cancer","X-162","BYL719 + HSP990"
"X.162.BY19.LJ16","X.162.BY19.LJ16","GC","Gastric Cancer","X-162","BYL719 + LJM716"
"X.162.evus","X.162.evus","GC","Gastric Cancer","X-162","everolimus"
"X.162.HS90","X.162.HS90","GC","Gastric Cancer","X-162","HSP990"
"X.162.LE11","X.162.LE11","GC","Gastric Cancer","X-162","LEE011"
"X.162.LE11.evus","X.162.LE11.evus","GC","Gastric Cancer","X-162","LEE011 + everolimus"
"X.162.uned","X.162.uned","GC","Gastric Cancer","X-162","untreated"
"X.165.BG98","X.165.BG98","GC","Gastric Cancer","X-165","BGJ398"
"X.165.biib","X.165.biib","GC","Gastric Cancer","X-165","binimetinib"
"X.165.BK20","X.165.BK20","GC","Gastric Cancer","X-165","BKM120"
"X.165.BY19","X.165.BY19","GC","Gastric Cancer","X-165","BYL719"
"X.165.BY19.HS90","X.165.BY19.HS90","GC","Gastric Cancer","X-165","BYL719 + HSP990"
"X.165.BY19.LJ16","X.165.BY19.LJ16","GC","Gastric Cancer","X-165","BYL719 + LJM716"
"X.165.evus","X.165.evus","GC","Gastric Cancer","X-165","everolimus"
"X.165.HD01","X.165.HD01","GC","Gastric Cancer","X-165","HDM201"
"X.165.HS90","X.165.HS90","GC","Gastric Cancer","X-165","HSP990"
"X.165.IN80","X.165.IN80","GC","Gastric Cancer","X-165","INC280"
"X.165.IN80.trab","X.165.IN80.trab","GC","Gastric Cancer","X-165","INC280 + trastuzumab"
"X.165.LE11.evus","X.165.LE11.evus","GC","Gastric Cancer","X-165","LEE011 + everolimus"
"X.165.LJ16","X.165.LJ16","GC","Gastric Cancer","X-165","LJM716"
"X.165.LJ16.trab","X.165.LJ16.trab","GC","Gastric Cancer","X-165","LJM716 + trastuzumab"
"X.166.BG98","X.166.BG98","GC","Gastric Cancer","X-166","BGJ398"
"X.166.biib","X.166.biib","GC","Gastric Cancer","X-166","binimetinib"
"X.166.BK20","X.166.BK20","GC","Gastric Cancer","X-166","BKM120"
"X.166.BY19","X.166.BY19","GC","Gastric Cancer","X-166","BYL719"
"X.166.BY19.HS90","X.166.BY19.HS90","GC","Gastric Cancer","X-166","BYL719 + HSP990"
"X.166.BY19.LJ16","X.166.BY19.LJ16","GC","Gastric Cancer","X-166","BYL719 + LJM716"
"X.166.CL57","X.166.CL57","GC","Gastric Cancer","X-166","CLR457"
"X.166.evus","X.166.evus","GC","Gastric Cancer","X-166","everolimus"
"X.166.fiab","X.166.fiab","GC","Gastric Cancer","X-166","figitumumab"
"X.166.HD01","X.166.HD01","GC","Gastric Cancer","X-166","HDM201"
"X.166.HS90","X.166.HS90","GC","Gastric Cancer","X-166","HSP990"
"X.166.IN80","X.166.IN80","GC","Gastric Cancer","X-166","INC280"
"X.166.IN80.trab","X.166.IN80.trab","GC","Gastric Cancer","X-166","INC280 + trastuzumab"
"X.166.LE11","X.166.LE11","GC","Gastric Cancer","X-166","LEE011"
"X.166.LE11.evus","X.166.LE11.evus","GC","Gastric Cancer","X-166","LEE011 + everolimus"
"X.166.LJ16","X.166.LJ16","GC","Gastric Cancer","X-166","LJM716"
"X.166.LJ16.trab","X.166.LJ16.trab","GC","Gastric Cancer","X-166","LJM716 + trastuzumab"
"X.166.LL71","X.166.LL71","GC","Gastric Cancer","X-166","LLM871"
"X.166.trab","X.166.trab","GC","Gastric Cancer","X-166","trastuzumab"
"X.166.uned","X.166.uned","GC","Gastric Cancer","X-166","untreated"
"X.169.BY19","X.169.BY19","GC","Gastric Cancer","X-169","BYL719"
"X.169.BY19.HS90","X.169.BY19.HS90","GC","Gastric Cancer","X-169","BYL719 + HSP990"
"X.169.BY19.LJ16","X.169.BY19.LJ16","GC","Gastric Cancer","X-169","BYL719 + LJM716"
"X.169.evus","X.169.evus","GC","Gastric Cancer","X-169","everolimus"
"X.169.HS90","X.169.HS90","GC","Gastric Cancer","X-169","HSP990"
"X.169.LE11.evus","X.169.LE11.evus","GC","Gastric Cancer","X-169","LEE011 + everolimus"
"X.169.LJ16","X.169.LJ16","GC","Gastric Cancer","X-169","LJM716"
"X.169.uned","X.169.uned","GC","Gastric Cancer","X-169","untreated"
"X.171.BG98","X.171.BG98","GC","Gastric Cancer","X-171","BGJ398"
