"model.id","tissue","tissue.name","patient.id","drug"
"X.2659.enib","X.2659.enib","CRC","Colorectal Cancer","X-2659","encorafenib"
"X.2659.HD01","X.2659.HD01","CRC","Colorectal Cancer","X-2659","HDM201"
"X.2659.LE11","X.2659.LE11","CRC","Colorectal Cancer","X-2659","LEE011"
"X.2659.LF27.biib","X.2659.LF27.biib","CRC","Colorectal Cancer","X-2659","LFW527 + binimetinib"
"X.2659.LJ49","X.2659.LJ49","CRC","Colorectal Cancer","X-2659","LJC049"
"X.2659.LK36","X.2659.LK36","CRC","Colorectal Cancer","X-2659","LKA136"
"X.2659.uned","X.2659.uned","CRC","Colorectal Cancer","X-2659","untreated"
"X.2761.LF27.biib","X.2761.LF27.biib","CRC","Colorectal Cancer","X-2761","LFW527 + binimetinib"
"X.2822.5FFU","X.2822.5FFU","CRC","Colorectal Cancer","X-2822","5FU"
"X.2822.biib","X.2822.biib","CRC","Colorectal Cancer","X-2822","binimetinib"
"X.2822.BK20","X.2822.BK20","CRC","Colorectal Cancer","X-2822","BKM120"
"X.2822.BK20.LJ49","X.2822.BK20.LJ49","CRC","Colorectal Cancer","X-2822","BKM120 + LJC049"
"X.2822.BY19","X.2822.BY19","CRC","Colorectal Cancer","X-2822","BYL719"
"X.2822.BY19.biib","X.2822.BY19.biib","CRC","Colorectal Cancer","X-2822","BYL719 + binimetinib"
"X.2822.BY19.ceab","X.2822.BY19.ceab","CRC","Colorectal Cancer","X-2822","BYL719 + cetuximab"
"X.2822.BY19.ceab.enib","X.2822.BY19.ceab.enib","CRC","Colorectal Cancer","X-2822","BYL719 + cetuximab + encorafenib"
"X.2822.BY19.enib","X.2822.BY19.enib","CRC","Colorectal Cancer","X-2822","BYL719 + encorafenib"
"X.2822.BY19.LJ16","X.2822.BY19.LJ16","CRC","Colorectal Cancer","X-2822","BYL719 + LJM716"
"X.2822.ceab","X.2822.ceab","CRC","Colorectal Cancer","X-2822","cetuximab"
"X.2822.ceab.enib","X.2822.ceab.enib","CRC","Colorectal Cancer","X-2822","cetuximab + encorafenib"
"X.2822.CG97","X.2822.CG97","CRC","Colorectal Cancer","X-2822","CGM097"
"X.2822.CK20","X.2822.CK20","CRC","Colorectal Cancer","X-2822","CKX620"
"X.2822.CL57","X.2822.CL57","CRC","Colorectal Cancer","X-2822","CLR457"
"X.2822.enib","X.2822.enib","CRC","Colorectal Cancer","X-2822","encorafenib"
"X.2822.HD01","X.2822.HD01","CRC","Colorectal Cancer","X-2822","HDM201"
"X.2822.LE11","X.2822.LE11","CRC","Colorectal Cancer","X-2822","LEE011"
"X.2822.LJ49","X.2822.LJ49","CRC","Colorectal Cancer","X-2822","LJC049"
"X.2822.LK36","X.2822.LK36","CRC","Colorectal Cancer","X-2822","LKA136"
"X.2822.uned","X.2822.uned","CRC","Colorectal Cancer","X-2822","untreated"
"X.2846.5FFU","X.2846.5FFU","CRC","Colorectal Cancer","X-2846","5FU"
"X.2846.biib","X.2846.biib","CRC","Colorectal Cancer","X-2846","binimetinib"
"X.2846.BK20","X.2846.BK20","CRC","Colorectal Cancer","X-2846","BKM120"
"X.2846.BK20.LJ49","X.2846.BK20.LJ49","CRC","Colorectal Cancer","X-2846","BKM120 + LJC049"
"X.2846.BY19","X.2846.BY19","CRC","Colorectal Cancer","X-2846","BYL719"
"X.2846.BY19.biib","X.2846.BY19.biib","CRC","Colorectal Cancer","X-2846","BYL719 + binimetinib"
"X.2846.BY19.ceab","X.2846.BY19.ceab","CRC","Colorectal Cancer","X-2846","BYL719 + cetuximab"
"X.2846.BY19.ceab.enib","X.2846.BY19.ceab.enib","CRC","Colorectal Cancer","X-2846","BYL719 + cetuximab + encorafenib"
"X.2846.BY19.enib","X.2846.BY19.enib","CRC","Colorectal Cancer","X-2846","BYL719 + encorafenib"
"X.2846.BY19.LJ16","X.2846.BY19.LJ16","CRC","Colorectal Cancer","X-2846","BYL719 + LJM716"
"X.2846.ceab","X.2846.ceab","CRC","Colorectal Cancer","X-2846","cetuximab"
"X.2846.ceab.enib","X.2846.ceab.enib","CRC","Colorectal Cancer","X-2846","cetuximab + encorafenib"
"X.2846.CG97","X.2846.CG97","CRC","Colorectal Cancer","X-2846","CGM097"
"X.2846.CK20","X.2846.CK20","CRC","Colorectal Cancer","X-2846","CKX620"
"X.2846.CL57","X.2846.CL57","CRC","Colorectal Cancer","X-2846","CLR457"
"X.2846.enib","X.2846.enib","CRC","Colorectal Cancer","X-2846","encorafenib"
"X.2846.HD01","X.2846.HD01","CRC","Colorectal Cancer","X-2846","HDM201"
"X.2846.LE11","X.2846.LE11","CRC","Colorectal Cancer","X-2846","LEE011"
"X.2846.LJ49","X.2846.LJ49","CRC","Colorectal Cancer","X-2846","LJC049"
"X.2846.LK36","X.2846.LK36","CRC","Colorectal Cancer","X-2846","LKA136"
"X.2846.uned","X.2846.uned","CRC","Colorectal Cancer","X-2846","untreated"
"X.2861.5FFU","X.2861.5FFU","CRC","Colorectal Cancer","X-2861","5FU"
"X.2861.biib","X.2861.biib","CRC","Colorectal Cancer","X-2861","binimetinib"
"X.2861.BK20","X.2861.BK20","CRC","Colorectal Cancer","X-2861","BKM120"
"X.2861.BK20.LJ49","X.2861.BK20.LJ49","CRC","Colorectal Cancer","X-2861","BKM120 + LJC049"
"X.2861.BY19","X.2861.BY19","CRC","Colorectal Cancer","X-2861","BYL719"
"X.2861.BY19.biib","X.2861.BY19.biib","CRC","Colorectal Cancer","X-2861","BYL719 + binimetinib"
"X.2861.BY19.ceab","X.2861.BY19.ceab","CRC","Colorectal Cancer","X-2861","BYL719 + cetuximab"
"X.2861.BY19.ceab.enib","X.2861.BY19.ceab.enib","CRC","Colorectal Cancer","X-2861","BYL719 + cetuximab + encorafenib"
"X.2861.BY19.enib","X.2861.BY19.enib","CRC","Colorectal Cancer","X-2861","BYL719 + encorafenib"
"X.2861.BY19.LJ16","X.2861.BY19.LJ16","CRC","Colorectal Cancer","X-2861","BYL719 + LJM716"
"X.2861.ceab","X.2861.ceab","CRC","Colorectal Cancer","X-2861","cetuximab"
"X.2861.ceab.enib","X.2861.ceab.enib","CRC","Colorectal Cancer","X-2861","cetuximab + encorafenib"
"X.2861.CG97","X.2861.CG97","CRC","Colorectal Cancer","X-2861","CGM097"
"X.2861.CK20","X.2861.CK20","CRC","Colorectal Cancer","X-2861","CKX620"
"X.2861.CL57","X.2861.CL57","CRC","Colorectal Cancer","X-2861","CLR457"
"X.2861.enib","X.2861.enib","CRC","Colorectal Cancer","X-2861","encorafenib"
"X.2861.HD01","X.2861.HD01","CRC","Colorectal Cancer","X-2861","HDM201"
"X.2861.LE11","X.2861.LE11","CRC","Colorectal Cancer","X-2861","LEE011"
"X.2861.LF27.biib","X.2861.LF27.biib","CRC","Colorectal Cancer","X-2861","LFW527 + binimetinib"
"X.2861.LJ49","X.2861.LJ49","CRC","Colorectal Cancer","X-2861","LJC049"
"X.2861.LK36","X.2861.LK36","CRC","Colorectal Cancer","X-2861","LKA136"
"X.2861.uned","X.2861.uned","CRC","Colorectal Cancer","X-2861","untreated"
"X.3093.5FFU","X.3093.5FFU","CRC","Colorectal Cancer","X-3093","5FU"
"X.3093.biib","X.3093.biib","CRC","Colorectal Cancer","X-3093","binimetinib"
"X.3093.BK20","X.3093.BK20","CRC","Colorectal Cancer","X-3093","BKM120"
"X.3093.BK20.LJ49","X.3093.BK20.LJ49","CRC","Colorectal Cancer","X-3093","BKM120 + LJC049"
"X.3093.BY19","X.3093.BY19","CRC","Colorectal Cancer","X-3093","BYL719"
"X.3093.BY19.biib","X.3093.BY19.biib","CRC","Colorectal Cancer","X-3093","BYL719 + binimetinib"
"X.3093.BY19.ceab","X.3093.BY19.ceab","CRC","Colorectal Cancer","X-3093","BYL719 + cetuximab"
"X.3093.BY19.ceab.enib","X.3093.BY19.ceab.enib","CRC","Colorectal Cancer","X-3093","BYL719 + cetuximab + encorafenib"
"X.3093.BY19.enib","X.3093.BY19.enib","CRC","Colorectal Cancer","X-3093","BYL719 + encorafenib"
"X.3093.BY19.LJ16","X.3093.BY19.LJ16","CRC","Colorectal Cancer","X-3093","BYL719 + LJM716"
"X.3093.ceab","X.3093.ceab","CRC","Colorectal Cancer","X-3093","cetuximab"
"X.3093.ceab.enib","X.3093.ceab.enib","CRC","Colorectal Cancer","X-3093","cetuximab + encorafenib"
"X.3093.CG97","X.3093.CG97","CRC","Colorectal Cancer","X-3093","CGM097"
"X.3093.CK20","X.3093.CK20","CRC","Colorectal Cancer","X-3093","CKX620"
"X.3093.CL57","X.3093.CL57","CRC","Colorectal Cancer","X-3093","CLR457"
"X.3093.enib","X.3093.enib","CRC","Colorectal Cancer","X-3093","encorafenib"
"X.3093.HD01","X.3093.HD01","CRC","Colorectal Cancer","X-3093","HDM201"
"X.3093.LE11","X.3093.LE11","CRC","Colorectal Cancer","X-3093","LEE011"
"X.3093.LJ49","X.3093.LJ49","CRC","Colorectal Cancer","X-3093","LJC049"
"X.3093.LK36","X.3093.LK36","CRC","Colorectal Cancer","X-3093","LKA136"
"X.3093.uned","X.3093.uned","CRC","Colorectal Cancer","X-3093","untreated"
"X.3205.5FFU","X.3205.5FFU","CRC","Colorectal Cancer","X-3205","5FU"
"X.3205.biib","X.3205.biib","CRC","Colorectal Cancer","X-3205","binimetinib"
"X.3205.BK20","X.3205.BK20","CRC","Colorectal Cancer","X-3205","BKM120"
"X.3205.BK20.LJ49","X.3205.BK20.LJ49","CRC","Colorectal Cancer","X-3205","BKM120 + LJC049"
"X.3205.BY19","X.3205.BY19","CRC","Colorectal Cancer","X-3205","BYL719"
"X.3205.BY19.biib","X.3205.BY19.biib","CRC","Colorectal Cancer","X-3205","BYL719 + binimetinib"
"X.3205.BY19.ceab","X.3205.BY19.ceab","CRC","Colorectal Cancer","X-3205","BYL719 + cetuximab"
"X.3205.BY19.ceab.enib","X.3205.BY19.ceab.enib","CRC","Colorectal Cancer","X-3205","BYL719 + cetuximab + encorafenib"
"X.3205.BY19.enib","X.3205.BY19.enib","CRC","Colorectal Cancer","X-3205","BYL719 + encorafenib"
"X.3205.BY19.LJ16","X.3205.BY19.LJ16","CRC","Colorectal Cancer","X-3205","BYL719 + LJM716"
"X.3205.ceab","X.3205.ceab","CRC","Colorectal Cancer","X-3205","cetuximab"
"X.3205.ceab.enib","X.3205.ceab.enib","CRC","Colorectal Cancer","X-3205","cetuximab + encorafenib"
"X.3205.CG97","X.3205.CG97","CRC","Colorectal Cancer","X-3205","CGM097"
"X.3205.CK20","X.3205.CK20","CRC","Colorectal Cancer","X-3205","CKX620"
"X.3205.CL57","X.3205.CL57","CRC","Colorectal Cancer","X-3205","CLR457"
"X.3205.enib","X.3205.enib","CRC","Colorectal Cancer","X-3205","encorafenib"
"X.3205.HD01","X.3205.HD01","CRC","Colorectal Cancer","X-3205","HDM201"
"X.3205.LE11","X.3205.LE11","CRC","Colorectal Cancer","X-3205","LEE011"
"X.3205.LF27.biib","X.3205.LF27.biib","CRC","Colorectal Cancer","X-3205","LFW527 + binimetinib"
"X.3205.LJ49","X.3205.LJ49","CRC","Colorectal Cancer","X-3205","LJC049"
"X.3205.LK36","X.3205.LK36","CRC","Colorectal Cancer","X-3205","LKA136"
"X.3205.uned","X.3205.uned","CRC","Colorectal Cancer","X-3205","untreated"
"X.3224.5FFU","X.3224.5FFU","CRC","Colorectal Cancer","X-3224","5FU"
"X.3224.biib","X.3224.biib","CRC","Colorectal Cancer","X-3224","binimetinib"
"X.3224.BK20","X.3224.BK20","CRC","Colorectal Cancer","X-3224","BKM120"
"X.3224.BK20.LJ49","X.3224.BK20.LJ49","CRC","Colorectal Cancer","X-3224","BKM120 + LJC049"
"X.3224.BY19","X.3224.BY19","CRC","Colorectal Cancer","X-3224","BYL719"
"X.3224.BY19.biib","X.3224.BY19.biib","CRC","Colorectal Cancer","X-3224","BYL719 + binimetinib"
"X.3224.BY19.ceab","X.3224.BY19.ceab","CRC","Colorectal Cancer","X-3224","BYL719 + cetuximab"
"X.3224.BY19.ceab.enib","X.3224.BY19.ceab.enib","CRC","Colorectal Cancer","X-3224","BYL719 + cetuximab + encorafenib"
"X.3224.BY19.enib","X.3224.BY19.enib","CRC","Colorectal Cancer","X-3224","BYL719 + encorafenib"
"X.3224.BY19.LJ16","X.3224.BY19.LJ16","CRC","Colorectal Cancer","X-3224","BYL719 + LJM716"
"X.3224.ceab","X.3224.ceab","CRC","Colorectal Cancer","X-3224","cetuximab"
"X.3224.ceab.enib","X.3224.ceab.enib","CRC","Colorectal Cancer","X-3224","cetuximab + encorafenib"
"X.3224.CG97","X.3224.CG97","CRC","Colorectal Cancer","X-3224","CGM097"
"X.3224.CK20","X.3224.CK20","CRC","Colorectal Cancer","X-3224","CKX620"
"X.3224.CL57","X.3224.CL57","CRC","Colorectal Cancer","X-3224","CLR457"
"X.3224.enib","X.3224.enib","CRC","Colorectal Cancer","X-3224","encorafenib"
"X.3224.HD01","X.3224.HD01","CRC","Colorectal Cancer","X-3224","HDM201"
"X.3224.LE11","X.3224.LE11","CRC","Colorectal Cancer","X-3224","LEE011"
"X.3224.LJ49","X.3224.LJ49","CRC","Colorectal Cancer","X-3224","LJC049"
"X.3224.LK36","X.3224.LK36","CRC","Colorectal Cancer","X-3224","LKA136"
"X.3224.uned","X.3224.uned","CRC","Colorectal Cancer","X-3224","untreated"
"X.3267.5FFU","X.3267.5FFU","CRC","Colorectal Cancer","X-3267","5FU"
"X.3267.biib","X.3267.biib","CRC","Colorectal Cancer","X-3267","binimetinib"
"X.3267.BK20","X.3267.BK20","CRC","Colorectal Cancer","X-3267","BKM120"
"X.3267.BK20.LJ49","X.3267.BK20.LJ49","CRC","Colorectal Cancer","X-3267","BKM120 + LJC049"
"X.3267.BY19","X.3267.BY19","CRC","Colorectal Cancer","X-3267","BYL719"
"X.3267.BY19.biib","X.3267.BY19.biib","CRC","Colorectal Cancer","X-3267","BYL719 + binimetinib"
"X.3267.BY19.ceab","X.3267.BY19.ceab","CRC","Colorectal Cancer","X-3267","BYL719 + cetuximab"
"X.3267.BY19.ceab.enib","X.3267.BY19.ceab.enib","CRC","Colorectal Cancer","X-3267","BYL719 + cetuximab + encorafenib"
"X.3267.BY19.enib","X.3267.BY19.enib","CRC","Colorectal Cancer","X-3267","BYL719 + encorafenib"
"X.3267.BY19.LJ16","X.3267.BY19.LJ16","CRC","Colorectal Cancer","X-3267","BYL719 + LJM716"
"X.3267.ceab","X.3267.ceab","CRC","Colorectal Cancer","X-3267","cetuximab"
"X.3267.ceab.enib","X.3267.ceab.enib","CRC","Colorectal Cancer","X-3267","cetuximab + encorafenib"
"X.3267.CG97","X.3267.CG97","CRC","Colorectal Cancer","X-3267","CGM097"
"X.3267.CK20","X.3267.CK20","CRC","Colorectal Cancer","X-3267","CKX620"
"X.3267.CL57","X.3267.CL57","CRC","Colorectal Cancer","X-3267","CLR457"
"X.3267.enib","X.3267.enib","CRC","Colorectal Cancer","X-3267","encorafenib"
"X.3267.HD01","X.3267.HD01","CRC","Colorectal Cancer","X-3267","HDM201"
"X.3267.LE11","X.3267.LE11","CRC","Colorectal Cancer","X-3267","LEE011"
"X.3267.LJ49","X.3267.LJ49","CRC","Colorectal Cancer","X-3267","LJC049"
"X.3267.LK36","X.3267.LK36","CRC","Colorectal Cancer","X-3267","LKA136"
"X.3267.uned","X.3267.uned","CRC","Colorectal Cancer","X-3267","untreated"
"X.3671.5FFU","X.3671.5FFU","CRC","Colorectal Cancer","X-3671","5FU"
"X.3671.biib","X.3671.biib","CRC","Colorectal Cancer","X-3671","binimetinib"
"X.3671.ceab","X.3671.ceab","CRC","Colorectal Cancer","X-3671","cetuximab"
"X.3671.uned","X.3671.uned","CRC","Colorectal Cancer","X-3671","untreated"
"X.3684.LF27.biib","X.3684.LF27.biib","CRC","Colorectal Cancer","X-3684","LFW527 + binimetinib"
"X.3792.5FFU","X.3792.5FFU","CRC","Colorectal Cancer","X-3792","5FU"
"X.3792.biib","X.3792.biib","CRC","Colorectal Cancer","X-3792","binimetinib"
"X.3792.BK20","X.3792.BK20","CRC","Colorectal Cancer","X-3792","BKM120"
"X.3792.BK20.LJ49","X.3792.BK20.LJ49","CRC","Colorectal Cancer","X-3792","BKM120 + LJC049"
"X.3792.BY19","X.3792.BY19","CRC","Colorectal Cancer","X-3792","BYL719"
"X.3792.BY19.biib","X.3792.BY19.biib","CRC","Colorectal Cancer","X-3792","BYL719 + binimetinib"
"X.3792.BY19.ceab","X.3792.BY19.ceab","CRC","Colorectal Cancer","X-3792","BYL719 + cetuximab"
"X.3792.BY19.ceab.enib","X.3792.BY19.ceab.enib","CRC","Colorectal Cancer","X-3792","BYL719 + cetuximab + encorafenib"
"X.3792.BY19.enib","X.3792.BY19.enib","CRC","Colorectal Cancer","X-3792","BYL719 + encorafenib"
"X.3792.BY19.LJ16","X.3792.BY19.LJ16","CRC","Colorectal Cancer","X-3792","BYL719 + LJM716"
"X.3792.ceab","X.3792.ceab","CRC","Colorectal Cancer","X-3792","cetuximab"
"X.3792.ceab.enib","X.3792.ceab.enib","CRC","Colorectal Cancer","X-3792","cetuximab + encorafenib"
"X.3792.CG97","X.3792.CG97","CRC","Colorectal Cancer","X-3792","CGM097"
"X.3792.CK20","X.3792.CK20","CRC","Colorectal Cancer","X-3792","CKX620"
"X.3792.CL57","X.3792.CL57","CRC","Colorectal Cancer","X-3792","CLR457"
"X.3792.enib","X.3792.enib","CRC","Colorectal Cancer","X-3792","encorafenib"
"X.3792.HD01","X.3792.HD01","CRC","Colorectal Cancer","X-3792","HDM201"
"X.3792.LE11","X.3792.LE11","CRC","Colorectal Cancer","X-3792","LEE011"
"X.3792.LF27.biib","X.3792.LF27.biib","CRC","Colorectal Cancer","X-3792","LFW527 + binimetinib"
"X.3792.LJ49","X.3792.LJ49","CRC","Colorectal Cancer","X-3792","LJC049"
"X.3792.LK36","X.3792.LK36","CRC","Colorectal Cancer","X-3792","LKA136"
"X.3792.uned","X.3792.uned","CRC","Colorectal Cancer","X-3792","untreated"
"X.4087.5FFU","X.4087.5FFU","CRC","Colorectal Cancer","X-4087","5FU"
"X.4087.biib","X.4087.biib","CRC","Colorectal Cancer","X-4087","binimetinib"
"X.4087.BK20","X.4087.BK20","CRC","Colorectal Cancer","X-4087","BKM120"
"X.4087.BK20.LJ49","X.4087.BK20.LJ49","CRC","Colorectal Cancer","X-4087","BKM120 + LJC049"
"X.4087.BY19","X.4087.BY19","CRC","Colorectal Cancer","X-4087","BYL719"
"X.4087.BY19.biib","X.4087.BY19.biib","CRC","Colorectal Cancer","X-4087","BYL719 + binimetinib"
"X.4087.BY19.ceab","X.4087.BY19.ceab","CRC","Colorectal Cancer","X-4087","BYL719 + cetuximab"
"X.4087.BY19.ceab.enib","X.4087.BY19.ceab.enib","CRC","Colorectal Cancer","X-4087","BYL719 + cetuximab + encorafenib"
"X.4087.BY19.enib","X.4087.BY19.enib","CRC","Colorectal Cancer","X-4087","BYL719 + encorafenib"
"X.4087.BY19.LJ16","X.4087.BY19.LJ16","CRC","Colorectal Cancer","X-4087","BYL719 + LJM716"
"X.4087.ceab","X.4087.ceab","CRC","Colorectal Cancer","X-4087","cetuximab"
"X.4087.ceab.enib","X.4087.ceab.enib","CRC","Colorectal Cancer","X-4087","cetuximab + encorafenib"
"X.4087.CG97","X.4087.CG97","CRC","Colorectal Cancer","X-4087","CGM097"
"X.4087.CK20","X.4087.CK20","CRC","Colorectal Cancer","X-4087","CKX620"
"X.4087.CL57","X.4087.CL57","CRC","Colorectal Cancer","X-4087","CLR457"
"X.4087.enib","X.4087.enib","CRC","Colorectal Cancer","X-4087","encorafenib"
"X.4087.HD01","X.4087.HD01","CRC","Colorectal Cancer","X-4087","HDM201"
"X.4087.LE11","X.4087.LE11","CRC","Colorectal Cancer","X-4087","LEE011"
"X.4087.LF27.biib","X.4087.LF27.biib","CRC","Colorectal Cancer","X-4087","LFW527 + binimetinib"
"X.4087.LJ49","X.4087.LJ49","CRC","Colorectal Cancer","X-4087","LJC049"
"X.4087.LK36","X.4087.LK36","CRC","Colorectal Cancer","X-4087","LKA136"
"X.4087.uned","X.4087.uned","CRC","Colorectal Cancer","X-4087","untreated"
"X.4145.abne","X.4145.abne","CRC","Colorectal Cancer","X-4145","abraxane"
"X.4145.biib","X.4145.biib","CRC","Colorectal Cancer","X-4145","binimetinib"
"X.4145.bipk","X.4145.bipk","CRC","Colorectal Cancer","X-4145","binimetinib-3.5mpk"
"X.4145.BK20","X.4145.BK20","CRC","Colorectal Cancer","X-4145","BKM120"
"X.4145.BK20.biib","X.4145.BK20.biib","CRC","Colorectal Cancer","X-4145","BKM120 + binimetinib"
"X.4145.BK20.LD25","X.4145.BK20.LD25","CRC","Colorectal Cancer","X-4145","BKM120 + LDE225"
"X.4145.BY19","X.4145.BY19","CRC","Colorectal Cancer","X-4145","BYL719"
"X.4145.BY19.LJ16","X.4145.BY19.LJ16","CRC","Colorectal Cancer","X-4145","BYL719 + LJM716"
"X.4145.CL57","X.4145.CL57","CRC","Colorectal Cancer","X-4145","CLR457"
"X.4145.fiab","X.4145.fiab","CRC","Colorectal Cancer","X-4145","figitumumab"
"X.4145.fiab.biib","X.4145.fiab.biib","CRC","Colorectal Cancer","X-4145","figitumumab + binimetinib"
"X.4145.gepk","X.4145.gepk","CRC","Colorectal Cancer","X-4145","gemcitabine-50mpk"
"X.4145.HD01","X.4145.HD01","CRC","Colorectal Cancer","X-4145","HDM201"
"X.4145.IN24","X.4145.IN24","CRC","Colorectal Cancer","X-4145","INC424"
"X.4145.IN24.biib","X.4145.IN24.biib","CRC","Colorectal Cancer","X-4145","INC424 + binimetinib"
"X.4145.LE11","X.4145.LE11","CRC","Colorectal Cancer","X-4145","LEE011"
"X.4145.LK36","X.4145.LK36","CRC","Colorectal Cancer","X-4145","LKA136"
"X.4145.trib","X.4145.trib","CRC","Colorectal Cancer","X-4145","trametinib"
"X.4145.uned","X.4145.uned","CRC","Colorectal Cancer","X-4145","untreated"
"X.4145.WN74","X.4145.WN74","CRC","Colorectal Cancer","X-4145","WNT974"
"X.5238.LF27.biib","X.5238.LF27.biib","CRC","Colorectal Cancer","X-5238","LFW527 + binimetinib"
"X.5254.5FFU","X.5254.5FFU","CRC","Colorectal Cancer","X-5254","5FU"
"X.5254.biib","X.5254.biib","CRC","Colorectal Cancer","X-5254","binimetinib"
"X.5254.BK20","X.5254.BK20","CRC","Colorectal Cancer","X-5254","BKM120"
"X.5254.BK20.LJ49","X.5254.BK20.LJ49","CRC","Colorectal Cancer","X-5254","BKM120 + LJC049"
"X.5254.BY19","X.5254.BY19","CRC","Colorectal Cancer","X-5254","BYL719"
"X.5254.BY19.biib","X.5254.BY19.biib","CRC","Colorectal Cancer","X-5254","BYL719 + binimetinib"
"X.5254.BY19.ceab","X.5254.BY19.ceab","CRC","Colorectal Cancer","X-5254","BYL719 + cetuximab"
"X.5254.BY19.ceab.enib","X.5254.BY19.ceab.enib","CRC","Colorectal Cancer","X-5254","BYL719 + cetuximab + encorafenib"
"X.5254.BY19.enib","X.5254.BY19.enib","CRC","Colorectal Cancer","X-5254","BYL719 + encorafenib"
"X.5254.BY19.LJ16","X.5254.BY19.LJ16","CRC","Colorectal Cancer","X-5254","BYL719 + LJM716"
"X.5254.ceab","X.5254.ceab","CRC","Colorectal Cancer","X-5254","cetuximab"
"X.5254.ceab.enib","X.5254.ceab.enib","CRC","Colorectal Cancer","X-5254","cetuximab + encorafenib"
"X.5254.CG97","X.5254.CG97","CRC","Colorectal Cancer","X-5254","CGM097"
"X.5254.CK20","X.5254.CK20","CRC","Colorectal Cancer","X-5254","CKX620"
"X.5254.CL57","X.5254.CL57","CRC","Colorectal Cancer","X-5254","CLR457"
"X.5254.enib","X.5254.enib","CRC","Colorectal Cancer","X-5254","encorafenib"
"X.5254.HD01","X.5254.HD01","CRC","Colorectal Cancer","X-5254","HDM201"
"X.5254.LE11","X.5254.LE11","CRC","Colorectal Cancer","X-5254","LEE011"
"X.5254.LF27.biib","X.5254.LF27.biib","CRC","Colorectal Cancer","X-5254","LFW527 + binimetinib"
"X.5254.LJ49","X.5254.LJ49","CRC","Colorectal Cancer","X-5254","LJC049"
"X.5254.LK36","X.5254.LK36","CRC","Colorectal Cancer","X-5254","LKA136"
"X.5254.uned","X.5254.uned","CRC","Colorectal Cancer","X-5254","untreated"
"X.5405.5FFU","X.5405.5FFU","CRC","Colorectal Cancer","X-5405","5FU"
"X.5405.biib","X.5405.biib","CRC","Colorectal Cancer","X-5405","binimetinib"
"X.5405.BK20","X.5405.BK20","CRC","Colorectal Cancer","X-5405","BKM120"
"X.5405.BK20.LJ49","X.5405.BK20.LJ49","CRC","Colorectal Cancer","X-5405","BKM120 + LJC049"
"X.5405.BY19","X.5405.BY19","CRC","Colorectal Cancer","X-5405","BYL719"
"X.5405.BY19.biib","X.5405.BY19.biib","CRC","Colorectal Cancer","X-5405","BYL719 + binimetinib"
"X.5405.BY19.ceab","X.5405.BY19.ceab","CRC","Colorectal Cancer","X-5405","BYL719 + cetuximab"
"X.5405.BY19.ceab.enib","X.5405.BY19.ceab.enib","CRC","Colorectal Cancer","X-5405","BYL719 + cetuximab + encorafenib"
"X.5405.BY19.enib","X.5405.BY19.enib","CRC","Colorectal Cancer","X-5405","BYL719 + encorafenib"
"X.5405.BY19.LJ16","X.5405.BY19.LJ16","CRC","Colorectal Cancer","X-5405","BYL719 + LJM716"
"X.5405.ceab","X.5405.ceab","CRC","Colorectal Cancer","X-5405","cetuximab"
"X.5405.ceab.enib","X.5405.ceab.enib","CRC","Colorectal Cancer","X-5405","cetuximab + encorafenib"
"X.5405.CG97","X.5405.CG97","CRC","Colorectal Cancer","X-5405","CGM097"
"X.5405.CK20","X.5405.CK20","CRC","Colorectal Cancer","X-5405","CKX620"
"X.5405.CL57","X.5405.CL57","CRC","Colorectal Cancer","X-5405","CLR457"
"X.5405.enib","X.5405.enib","CRC","Colorectal Cancer","X-5405","encorafenib"
"X.5405.HD01","X.5405.HD01","CRC","Colorectal Cancer","X-5405","HDM201"
"X.5405.LE11","X.5405.LE11","CRC","Colorectal Cancer","X-5405","LEE011"
"X.5405.LJ49","X.5405.LJ49","CRC","Colorectal Cancer","X-5405","LJC049"
"X.5405.LK36","X.5405.LK36","CRC","Colorectal Cancer","X-5405","LKA136"
"X.5405.uned","X.5405.uned","CRC","Colorectal Cancer","X-5405","untreated"
"X.5421.LF27.biib","X.5421.LF27.biib","CRC","Colorectal Cancer","X-5421","LFW527 + binimetinib"
"X.5438.5FFU","X.5438.5FFU","CRC","Colorectal Cancer","X-5438","5FU"
"X.5438.biib","X.5438.biib","CRC","Colorectal Cancer","X-5438","binimetinib"
"X.5438.BK20","X.5438.BK20","CRC","Colorectal Cancer","X-5438","BKM120"
"X.5438.BK20.LJ49","X.5438.BK20.LJ49","CRC","Colorectal Cancer","X-5438","BKM120 + LJC049"
"X.5438.BY19","X.5438.BY19","CRC","Colorectal Cancer","X-5438","BYL719"
"X.5438.BY19.biib","X.5438.BY19.biib","CRC","Colorectal Cancer","X-5438","BYL719 + binimetinib"
"X.5438.BY19.ceab","X.5438.BY19.ceab","CRC","Colorectal Cancer","X-5438","BYL719 + cetuximab"
"X.5438.BY19.ceab.enib","X.5438.BY19.ceab.enib","CRC","Colorectal Cancer","X-5438","BYL719 + cetuximab + encorafenib"
"X.5438.BY19.enib","X.5438.BY19.enib","CRC","Colorectal Cancer","X-5438","BYL719 + encorafenib"
"X.5438.BY19.LJ16","X.5438.BY19.LJ16","CRC","Colorectal Cancer","X-5438","BYL719 + LJM716"
"X.5438.ceab","X.5438.ceab","CRC","Colorectal Cancer","X-5438","cetuximab"
